edital;tipoObjeto;modalidade;rito;finalidade;processo;centralDeCompras;dataDeAbertura;situacaoOferta;numeroLote;situacaoLote;numeroItem;itemDescricao;quantidade;unidadeMedida;valorUnitario;valorTotal;arrematante;arrematanteCNPJ;url;urlDocumentos;urlPropostas;dataHomologacao
0901/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2148-0000706-0;FUNDAÇÃO DE PROTEÇÃO ESPECIAL DO RS;30/09/2020 15:21;Homologada;3;Adjudicado;1;MÁSCARA DE PROTEÇÃO NÃO PROFISSIONAL 100% ALGODÃO INFANTIL 02-06 ANOS 2 CAMADAS;84;un;3.18;267.12;R D DAVID PRODUTOS PROMOCIONAIS ME;1,52216E+13;http://www.compras.rs.gov.br/editais/0901_2020/264404;http://www.compras.rs.gov.br/editais/0901_2020/264404#documentsTab;http://www.compras.rs.gov.br/editais/0901_2020/lote/801304#proposalsTab;12/11/2020
0901/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2148-0000706-0;FUNDAÇÃO DE PROTEÇÃO ESPECIAL DO RS;30/09/2020 15:21;Homologada;3;Adjudicado;2;MÁSCARA DE PROTEÇÃO NÃO PROFISSIONAL 100% ALGODÃO - INFANTO-JUVENIL - 2 CAMADAS;520;un;3.24;1684.8;R D DAVID PRODUTOS PROMOCIONAIS ME;1,52216E+13;http://www.compras.rs.gov.br/editais/0901_2020/264404;http://www.compras.rs.gov.br/editais/0901_2020/264404#documentsTab;http://www.compras.rs.gov.br/editais/0901_2020/lote/801304#proposalsTab;12/11/2020
0901/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2148-0000706-0;FUNDAÇÃO DE PROTEÇÃO ESPECIAL DO RS;30/09/2020 15:21;Homologada;3;Adjudicado;3;MÁSCARA DE PROTEÇÃO USO NÃO PROFISSIONAL - 100% ALGODÃO - ADULTO;2760;un;3.3;9108;R D DAVID PRODUTOS PROMOCIONAIS ME;1,52216E+13;http://www.compras.rs.gov.br/editais/0901_2020/264404;http://www.compras.rs.gov.br/editais/0901_2020/264404#documentsTab;http://www.compras.rs.gov.br/editais/0901_2020/lote/801304#proposalsTab;12/11/2020
0863/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1500-0014336-9;SECRETARIA DA AGRICULTURA, PECUÁRIA E DESENVOLVIMENTO RURAL;25/09/2020 09:52;Homologada;1;Adjudicado;1;MÁSCARA DE PROTEÇÃO USO NÃO PROFISSIONAL - 100% ALGODÃO - ADULTO;2000;un;1.43;2860;ALELISE CONFECÇOES EIRELI LTDA.;1,30456E+13;http://www.compras.rs.gov.br/editais/0863_2020/264143;http://www.compras.rs.gov.br/editais/0863_2020/264143#documentsTab;http://www.compras.rs.gov.br/editais/0863_2020/lote/799734#proposalsTab;07/10/2020
0839/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0083239-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;24/09/2020 10:00;Homologada;1;Adjudicado;1;ETIQUETA AUTO ADESIVA 20G/M2 BR 55,00 MM 27,00 MM;1100;rl;8.14;8954;TB SUPRIMENTOS PARA INFORMÁTICA LTDA.- ME;2,42919E+13;http://www.compras.rs.gov.br/editais/0839_2020/264009;http://www.compras.rs.gov.br/editais/0839_2020/264009#documentsTab;http://www.compras.rs.gov.br/editais/0839_2020/lote/799015#proposalsTab;01/10/2020
0839/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0083239-3;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;24/09/2020 10:00;Homologada;1;Adjudicado;2;FITA RIBBON 110,00 MM X 74,00 M CERA PRETA;1100;rl;5.1;5610;TB SUPRIMENTOS PARA INFORMÁTICA LTDA.- ME;2,42919E+13;http://www.compras.rs.gov.br/editais/0839_2020/264009;http://www.compras.rs.gov.br/editais/0839_2020/264009#documentsTab;http://www.compras.rs.gov.br/editais/0839_2020/lote/799015#proposalsTab;01/10/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:05;Homologada;1;Deserto (encerrado);1;LOTE 01 - Atracúrio 10mg/ml 5ml;1500;am;;;;;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799284#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:06;Homologada;2;Adjudicado;1;LOTE 02 - Dexametasona 4mg/ml 2,5ml;1000;am;2.03;2030;COMERCIAL CIRURGICA RIOCLARENSE LTDA;6,77292E+13;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799285#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:08;Homologada;3;Adjudicado;1;LOTE 03 - Dexmedetomidina 100mcg/ml 2ml;100;am;55.75;5575;COMERCIAL CIRURGICA RIOCLARENSE LTDA;6,77292E+13;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799286#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:05;Homologada;4;Deserto (encerrado);1;LOTE 04 - Dextrocetamina 100mg/2ml;1000;am;;;;;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799289#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:05;Homologada;5;Deserto (encerrado);1;LOTE 05 - Fentanila 50mcg/ml 10ml;1000;fa;;;;;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799291#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:05;Homologada;6;Deserto (encerrado);1;LOTE 06 - Glicose 50% ampola 10ml;5;am;;;;;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799292#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:15;Homologada;7;Adjudicado;1;LOTE 06 - Midazolam 5mg/ml 10ml;1500;am;21.3;31950;COMERCIAL CIRURGICA RIOCLARENSE LTDA;6,77292E+13;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799293#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:16;Homologada;8;Adjudicado;1;LOTE 08 - Norepinefrina 2mg/ml 4ml;500;am;9.95;4975;COMERCIAL CIRURGICA RIOCLARENSE LTDA;6,77292E+13;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799294#proposalsTab;22/09/2020
9101/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0017476-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;21/09/2020 10:05;Homologada;9;Deserto (encerrado);1;LOTE 09 - Vasopressina 20u/ml ampola 1ml;50;am;;;;;http://www.compras.rs.gov.br/editais/9101_2020/264060;http://www.compras.rs.gov.br/editais/9101_2020/264060#documentsTab;http://www.compras.rs.gov.br/editais/9101_2020/lote/799296#proposalsTab;22/09/2020
09099/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0015497-6;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;14/09/2020 10:00;Homologada;1;Adjudicado;1;"Aquisição de descartáveis para o HBM/PA, conforme anexo ""I"" termo de referência";1;un;3900;3900;L A SOUZA DE ANDRADE;3,1394E+13;http://www.compras.rs.gov.br/editais/09099_2020/263626;http://www.compras.rs.gov.br/editais/09099_2020/263626#documentsTab;http://www.compras.rs.gov.br/editais/09099_2020/lote/796509#proposalsTab;15/09/2020
0571/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;18/2000-0032219-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/09/2020 09:30;Homologada;1;Deserto (encerrado);1;POLIVITAMINICO MINERAL E ANTIOXID. (SOL.ORAL PED.).;43200;ml;;;;;http://www.compras.rs.gov.br/editais/0571_2020/263571;http://www.compras.rs.gov.br/editais/0571_2020/263571#documentsTab;http://www.compras.rs.gov.br/editais/0571_2020/lote/795313#proposalsTab;11/09/2020
0571/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;18/2000-0032219-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/09/2020 09:30;Homologada;2;Deserto (encerrado);1;POLIVITAMINICO MINERAL E ANTIOXID. (CAPS GELAT.);262800;cs;;;;;http://www.compras.rs.gov.br/editais/0571_2020/263571;http://www.compras.rs.gov.br/editais/0571_2020/263571#documentsTab;http://www.compras.rs.gov.br/editais/0571_2020/lote/795314#proposalsTab;11/09/2020
0755/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;08/09/2020 10:45;Depende dos lotes;1;Não-adjudicado;1;LUVA HOSPITALAR - DESCARTÁVEL LÁTEX P NÃO ESTÉRIL PÓ FINÍSSIMO BIOABSORVÍVEL;200;cx;;;;;http://www.compras.rs.gov.br/editais/0755_2020/263505;http://www.compras.rs.gov.br/editais/0755_2020/263505#documentsTab;http://www.compras.rs.gov.br/editais/0755_2020/lote/794801#proposalsTab;
0755/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;08/09/2020 11:27;Depende dos lotes;2;Não-adjudicado;1;LUVA HOSPITALAR - DESCARTÁVEL LÁTEX M NÃO ESTÉRIL PÓ FINÍSSIMO BIOABSORVÍVEL;400;cx;;;;;http://www.compras.rs.gov.br/editais/0755_2020/263505;http://www.compras.rs.gov.br/editais/0755_2020/263505#documentsTab;http://www.compras.rs.gov.br/editais/0755_2020/lote/794802#proposalsTab;
0755/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;08/09/2020 13:34;Depende dos lotes;3;Não-adjudicado;1;LUVA HOSPITALAR - DESCARTÁVEL LÁTEX G NÃO ESTÉRIL PÓ FINÍSSIMO BIOABSORVÍVEL;400;cx;;;;;http://www.compras.rs.gov.br/editais/0755_2020/263505;http://www.compras.rs.gov.br/editais/0755_2020/263505#documentsTab;http://www.compras.rs.gov.br/editais/0755_2020/lote/794803#proposalsTab;
0558/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0067555-7;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/09/2020 09:31;Homologada;1;Não-adjudicado;1;KIT CAIXA TRANSPORTE AMOSTRAS BIOLÓGICAS 50L;100;un;;;;;http://www.compras.rs.gov.br/editais/0558_2020/263343;http://www.compras.rs.gov.br/editais/0558_2020/263343#documentsTab;http://www.compras.rs.gov.br/editais/0558_2020/lote/793753#proposalsTab;05/09/2020
0558/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0067555-7;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/09/2020 09:31;Homologada;2;Não-adjudicado;1;KIT CAIXA TRANSPORTE AMOSTRAS BIOLÓGICAS 21 L;2000;un;;;;;http://www.compras.rs.gov.br/editais/0558_2020/263343;http://www.compras.rs.gov.br/editais/0558_2020/263343#documentsTab;http://www.compras.rs.gov.br/editais/0558_2020/lote/793754#proposalsTab;05/09/2020
0552/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005057-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 14:30;Homologada;1;Adjudicado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;9780;rl;13.34;130465.2;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0552_2020/263224;http://www.compras.rs.gov.br/editais/0552_2020/263224#documentsTab;http://www.compras.rs.gov.br/editais/0552_2020/lote/793373#proposalsTab;15/09/2020
0552/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005057-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 14:30;Homologada;1;Adjudicado;2;DETERGENTE LAVA-LOUCA /05 **;39120;em;9;352080;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0552_2020/263224;http://www.compras.rs.gov.br/editais/0552_2020/263224#documentsTab;http://www.compras.rs.gov.br/editais/0552_2020/lote/793373#proposalsTab;15/09/2020
0552/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005057-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 14:30;Homologada;1;Adjudicado;3;ÁGUA SANITÁRIA - CLORO ATIVO: 2,0% A 2,5% (P/P) EMBALAGEM COM 05 LITROS;7824;gl;7.2;56332.8;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0552_2020/263224;http://www.compras.rs.gov.br/editais/0552_2020/263224#documentsTab;http://www.compras.rs.gov.br/editais/0552_2020/lote/793373#proposalsTab;15/09/2020
0552/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005057-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 14:30;Homologada;1;Adjudicado;4;ÁLCOOL - ETÍLICO 70 GRAUS INPM LÍQUIDO 1 LITRO;358116;un;5.95;2130790.2;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0552_2020/263224;http://www.compras.rs.gov.br/editais/0552_2020/263224#documentsTab;http://www.compras.rs.gov.br/editais/0552_2020/lote/793373#proposalsTab;15/09/2020
0552/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005057-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 14:30;Homologada;1;Adjudicado;5;DETERGENTE - MULTIUSO LIMPADOR INSTANTANEO - EMBALAGEM 500ML;9780;em;3.1;30318;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0552_2020/263224;http://www.compras.rs.gov.br/editais/0552_2020/263224#documentsTab;http://www.compras.rs.gov.br/editais/0552_2020/lote/793373#proposalsTab;15/09/2020
0551/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005051-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 09:31;Homologada;1;Adjudicado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;11160;rl;13;145080;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0551_2020/263223;http://www.compras.rs.gov.br/editais/0551_2020/263223#documentsTab;http://www.compras.rs.gov.br/editais/0551_2020/lote/793372#proposalsTab;15/09/2020
0551/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005051-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 09:31;Homologada;1;Adjudicado;2;DETERGENTE LAVA-LOUCA /05 **;44640;em;9.63;429883.2;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0551_2020/263223;http://www.compras.rs.gov.br/editais/0551_2020/263223#documentsTab;http://www.compras.rs.gov.br/editais/0551_2020/lote/793372#proposalsTab;15/09/2020
0551/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005051-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 09:31;Homologada;1;Adjudicado;3;ÁGUA SANITÁRIA - CLORO ATIVO: 2,0% A 2,5% (P/P) EMBALAGEM COM 05 LITROS;8928;gl;7.8;69638.4;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0551_2020/263223;http://www.compras.rs.gov.br/editais/0551_2020/263223#documentsTab;http://www.compras.rs.gov.br/editais/0551_2020/lote/793372#proposalsTab;15/09/2020
0551/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005051-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 09:31;Homologada;1;Adjudicado;4;ÁLCOOL - ETÍLICO 70 GRAUS INPM LÍQUIDO 1 LITRO;472032;un;5.5;2596176;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0551_2020/263223;http://www.compras.rs.gov.br/editais/0551_2020/263223#documentsTab;http://www.compras.rs.gov.br/editais/0551_2020/lote/793372#proposalsTab;15/09/2020
0551/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005051-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;02/09/2020 09:31;Homologada;1;Adjudicado;5;DETERGENTE - MULTIUSO LIMPADOR INSTANTANEO - EMBALAGEM 500ML;11160;em;3.02;33703.2;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0551_2020/263223;http://www.compras.rs.gov.br/editais/0551_2020/263223#documentsTab;http://www.compras.rs.gov.br/editais/0551_2020/lote/793372#proposalsTab;15/09/2020
0550/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005050-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 14:32;Homologada;1;Adjudicado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;10980;rl;13.02;142959.6;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0550_2020/263222;http://www.compras.rs.gov.br/editais/0550_2020/263222#documentsTab;http://www.compras.rs.gov.br/editais/0550_2020/lote/793367#proposalsTab;17/09/2020
0550/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005050-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 14:32;Homologada;1;Adjudicado;2;DETERGENTE LAVA-LOUCA /05 **;43920;em;10;439200;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0550_2020/263222;http://www.compras.rs.gov.br/editais/0550_2020/263222#documentsTab;http://www.compras.rs.gov.br/editais/0550_2020/lote/793367#proposalsTab;17/09/2020
0550/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005050-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 14:32;Homologada;1;Adjudicado;3;ÁGUA SANITÁRIA - CLORO ATIVO: 2,0% A 2,5% (P/P) EMBALAGEM COM 05 LITROS;8784;gl;7.01;61575.84;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0550_2020/263222;http://www.compras.rs.gov.br/editais/0550_2020/263222#documentsTab;http://www.compras.rs.gov.br/editais/0550_2020/lote/793367#proposalsTab;17/09/2020
0550/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005050-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 14:32;Homologada;1;Adjudicado;4;ÁLCOOL - ETÍLICO 70 GRAUS INPM LÍQUIDO 1 LITRO;301752;un;6.37;1922160.24;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0550_2020/263222;http://www.compras.rs.gov.br/editais/0550_2020/263222#documentsTab;http://www.compras.rs.gov.br/editais/0550_2020/lote/793367#proposalsTab;17/09/2020
0550/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005050-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 14:32;Homologada;1;Adjudicado;5;DETERGENTE - MULTIUSO LIMPADOR INSTANTANEO - EMBALAGEM 500ML;10980;em;3.1;34038;BERNIERI & CIA LTDA ME;1,93165E+13;http://www.compras.rs.gov.br/editais/0550_2020/263222;http://www.compras.rs.gov.br/editais/0550_2020/263222#documentsTab;http://www.compras.rs.gov.br/editais/0550_2020/lote/793367#proposalsTab;17/09/2020
0549/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005055-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 09:31;Homologada;1;Adjudicado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;14280;rl;13;185640;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0549_2020/263221;http://www.compras.rs.gov.br/editais/0549_2020/263221#documentsTab;http://www.compras.rs.gov.br/editais/0549_2020/lote/793366#proposalsTab;14/09/2020
0549/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005055-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 09:31;Homologada;1;Adjudicado;2;DETERGENTE LAVA-LOUCA /05 **;57120;em;9.5;542640;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0549_2020/263221;http://www.compras.rs.gov.br/editais/0549_2020/263221#documentsTab;http://www.compras.rs.gov.br/editais/0549_2020/lote/793366#proposalsTab;14/09/2020
0549/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005055-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 09:31;Homologada;1;Adjudicado;3;ÁGUA SANITÁRIA - CLORO ATIVO: 2,0% A 2,5% (P/P) EMBALAGEM COM 05 LITROS;11424;gl;7;79968;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0549_2020/263221;http://www.compras.rs.gov.br/editais/0549_2020/263221#documentsTab;http://www.compras.rs.gov.br/editais/0549_2020/lote/793366#proposalsTab;14/09/2020
0549/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005055-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 09:31;Homologada;1;Adjudicado;4;ÁLCOOL - ETÍLICO 70 GRAUS INPM LÍQUIDO 1 LITRO;437580;un;5.34;2336677.2;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0549_2020/263221;http://www.compras.rs.gov.br/editais/0549_2020/263221#documentsTab;http://www.compras.rs.gov.br/editais/0549_2020/lote/793366#proposalsTab;14/09/2020
0549/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0005055-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;01/09/2020 09:31;Homologada;1;Adjudicado;5;DETERGENTE - MULTIUSO LIMPADOR INSTANTANEO - EMBALAGEM 500ML;14280;em;3.05;43554;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;8,7175E+13;http://www.compras.rs.gov.br/editais/0549_2020/263221;http://www.compras.rs.gov.br/editais/0549_2020/263221#documentsTab;http://www.compras.rs.gov.br/editais/0549_2020/lote/793366#proposalsTab;14/09/2020
0724/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0061926-6;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;31/08/2020 13:35;Homologada;1;Adjudicado;1;FRASCO DE VIDRO TAMPA AZUL 500ML;50;un;25;1250;CARVALHAES PRODUTOS PARA LABORATORIO LTDA;1,5305E+12;http://www.compras.rs.gov.br/editais/0724_2020/263339;http://www.compras.rs.gov.br/editais/0724_2020/263339#documentsTab;http://www.compras.rs.gov.br/editais/0724_2020/lote/793746#proposalsTab;14/09/2020
